RXAtom_AUI,Most_Useful_Source_CODE,Source_Abbreviation,Term_Type_In_Source_TTY,Drug_String,Old_RXConcept_CUI,New_RXConcept_CUI
3718271,55154-2873,MTHSPL,DP,"ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAMUSCULAR INJECTION, SOLUTION [Ondansetron]",283504,1740467
3718272,55154-2872,MTHSPL,DP,"ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION [Ondansetron]",283504,1740467
3718273,55154-2873,MTHSPL,DP,"ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION [Ondansetron]",283504,1740467
3719490,067327,NDDF,CDA,"ONDANSETRON HCL IN D5W 8 mg/50 mL INTRAVEN INTRAVENOUS SOLUTION, PIGGYBACK (ML)",1010920,1740460
3719491,067327,NDDF,CDC,"ONDANSETRON HCL IN DEXTROSE 5% IN WATER 8 mg/50 mL INTRAVEN INTRAVENOUS SOLUTION, PIGGYBACK (ML)",1010920,1740460
3719492,067327,NDDF,CDD,"ONDANSETRON HCL IN DEXTROSE 5% IN WATER@8 mg/50 mL@INTRAVEN@INTRAVENOUS SOLUTION, PIGGYBACK (ML)",1010920,1740460
3722603,0527-1726,MTHSPL,DP,ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAMUSCULAR INJECTION,283504,1436569
3722604,0527-1726,MTHSPL,DP,ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAVENOUS INJECTION,283504,1436569
3751077,76125-783,MTHSPL,DP,Albumin (human) 10 g in 50 mL INTRAVENOUS SOLUTION [Albuked],1117555,1741294
3751078,76125-785,MTHSPL,DP,Albumin (human) 2.5 g in 50 mL INTRAVENOUS SOLUTION [Albuked],1117557,1741975
3751079,76125-784,MTHSPL,DP,Albumin (human) 5 g in 20 mL INTRAVENOUS SOLUTION [Albuked],1117559,1742030
3751309,27039,MMSL,BD,"Epinephrine, 8 mg/250 mL-NaCl 0.9% injectable solution",1150987,1742733
3751336,27049,MMSL,BD,"Methohexital Sodium, 100 mg/10 mL intravenous solution",1244230,1740930
3751459,27049,MMSL,CD,methohexital 100 mg/10 mL intravenous solution,1244231,1740930
3752405,78377,GS,CD,Albumin Human 25% Solution for injection,238643,1741378
3752648,79314,GS,CD,Histrelin 50mg Implant,1294624,1740440
3752732,78084,GS,CD,Methohexital Sodium 5g Powder for solution for injection,1244231,1741139
3752948,47269,GS,BD,Maalox Advanced Maxiumum Strength Suspension (Cherry),404176,211641
3753435,78379,GS,CD,Albumin Human 5% Solution for injection,238644,1741405
3753437,47351,GS,BD,Benefiber Sugar Free Powder for Solution (Orange),1117594,1088194
3756916,109412,MMX,CD,Albumin Human 20% Intravenous Solution,245161,1741293
3756917,NOCODE,MMX,BD,Albumin Human 20% Intravenous Solution [ALBUTEIN],204112,1741528
3756918,NOCODE,MMX,BD,Albumin Human 20% Intravenous Solution [PLASBUMIN-20],1095496,1741312
3756919,NOCODE,MMX,BD,Albumin Human 25% Intravenous Solution [ALBUMARC],213987,1742679
3756920,NOCODE,MMX,BD,Albumin Human 25% Intravenous Solution [ALBUMINAR-25],213989,1741759
3756922,NOCODE,MMX,BD,Albumin Human 25% Intravenous Solution [ALBURX],404547,1742405
3756923,NOCODE,MMX,BD,Albumin Human 25% Intravenous Solution [ALBUTEIN],107133,1741379
3756924,NOCODE,MMX,BD,Albumin Human 25% Intravenous Solution [BUMINATE],213990,1741572
3756925,NOCODE,MMX,BD,Albumin Human 25% Intravenous Solution [FLEXBUMIN],617606,1742402
3756926,NOCODE,MMX,BD,Albumin Human 25% Intravenous Solution [PLASBUMIN-25],545408,1742396
3756927,NOCODE,MMX,BD,Albumin Human 5% Intravenous Solution [ALBUMARC],213518,1742680
3756928,NOCODE,MMX,BD,Albumin Human 5% Intravenous Solution [ALBUMINAR-5],213520,1741763
3756931,NOCODE,MMX,BD,Albumin Human 5% Intravenous Solution [ALBURX],404344,1741900
3756932,NOCODE,MMX,BD,Albumin Human 5% Intravenous Solution [ALBUTEIN],202209,1741406
3756933,NOCODE,MMX,BD,Albumin Human 5% Intravenous Solution [BUMINATE],213522,1741766
3756934,NOCODE,MMX,BD,Albumin Human 5% Intravenous Solution [PLASBUMIN-5],545410,1742229
3757465,NOCODE,MMX,BD,Aluminum Chlorohydrate Topical application Lotion [BROMI-LOTION],1146297,251273
3758610,NOCODE,MMX,BD,Ammonium Molybdate 25 MCG/ML Intravenous Solution [MOLYPEN],902224,1742561
3765631,NOCODE,MMX,BD,Bupivacaine Hydrochloride 0.5% Injection Solution [MARCAINE HCL],1725045,1743296
3765729,110964,MMX,CD,"Bupropion Hydrochloride 150 MG Oral Tablet, Extended Release",1278740,993518
3766172,NOCODE,MMX,BD,"Calcium Carbonate 750 MG Oral Tablet, Chewable [TUMS KIDS]",1128120,1044532
3768157,NOCODE,MMX,BD,Cefotetan Disodium 1 GM Injection Powder for Solution [CEFOTAN],1722929,1731542
3768164,NOCODE,MMX,BD,Cefotetan Disodium 2 GM Injection Powder for Solution [CEFOTAN],1722930,1743557
3768167,124458,MMX,CD,Cefoxitin 100 GM Intravenous Powder for Solution,1665102,1739890
3774405,NOCODE,MMX,BD,Dextromethorphan Hydrobromide/Guaifenesin/Pseudoephedrine Hydrochloride 15 MG/5 ML-175 MG/5 ML-30 MG/5 ML Oral Suspension [BP 8 COUGH],1424919,1535968
3776359,NOCODE,MMX,BD,Droperidol 2.5 MG/ML Injection Solution [INAPSINE],205667,1743568
3777867,NOCODE,MMX,BD,Famotidine 0.4 MG/ML Intravenous Solution [PEPCID],212993,1743849
3778273,112938,MMX,CD,Ferumoxides 11.2 MG/ML Intravenous Solution,310329,1739530
3778274,NOCODE,MMX,BD,Ferumoxides 11.2 MG/ML Intravenous Solution [FERIDEX IV],261125,1739529
3778482,101563,MMX,CD,Fludarabine Phosphate 50 MG Intravenous Powder for Solution,310354,1740864
3778483,NOCODE,MMX,BD,Fludarabine Phosphate 50 MG Intravenous Powder for Solution [FLUDARA],108475,1740860
3781106,NOCODE,MMX,BD,Hepatitis B Immune Globulin Injection Solution [HEPAGAM B],1658424,1658160
3781107,NOCODE,MMX,BD,Hepatitis B Immune Globulin Injection Solution [NOVAPLUS HEPAGAM B],1658424,1658160
3782635,124453,MMX,CD,Hypromellose 2% Intraocular Solution,284186,727866
3786878,NOCODE,MMX,BD,Methyldopate Hydrochloride 50 MG/ML Intravenous Solution [ALDOMET ESTER HYDROCHLORIDE],750195,1740924
3787018,NOCODE,MMX,BD,Methylprednisolone Sodium Succinate 125 MG Injection Powder for Solution [NOVAPLUS SOLU-MEDROL],207193,1743707
3787019,NOCODE,MMX,BD,Methylprednisolone Sodium Succinate 125 MG Injection Powder for Solution [SOLU-MEDROL],207193,1743707
3787027,NOCODE,MMX,BD,Methylprednisolone Sodium Succinate 500 MG Injection Powder for Solution [SOLU-MEDROL],1148914,1744243
3787438,110203,MMX,CD,Mitomycin 10 MG Intravenous Powder for Solution,1130703,1740901
3787439,110204,MMX,CD,Mitomycin 2 MG Intravenous Powder for Solution,1133147,1741372
3787440,NOCODE,MMX,BD,Mitomycin 20 MG Intravenous Powder for Solution [MUTAMYCIN NOVAPLUS],209175,1740878
3787441,NOCODE,MMX,BD,Mitomycin 20 MG Intravenous Powder for Solution [MUTAMYCIN],209175,1740878
3787442,NOCODE,MMX,BD,Mitomycin 40 MG Intravenous Powder for Solution [MUTAMYCIN],209175,1740878
3787443,NOCODE,MMX,BD,Mitomycin 5 MG Intravenous Powder for Solution [MUTAMYCIN],209175,1740878
3789933,NOCODE,MMX,BD,Ondansetron Hydrochloride 32 MG/50 ML Intravenous Solution [ZOFRAN],207217,1741129
3790021,NOCODE,MMX,BD,Oxacillin Sodium 1 GM Injection Powder for Solution [BACTOCILL],207238,1743540
3790022,NOCODE,MMX,BD,Oxacillin Sodium 1 GM Injection Powder for Solution [NOVAPLUS OXACILLIN],312130,1743547
3790024,NOCODE,MMX,BD,Oxacillin Sodium 1 GM Intravenous Powder for Solution [NOVAPLUS OXACILLIN],312128,1743547
3790025,NOCODE,MMX,BD,Oxacillin Sodium 10 GM Injection Powder for Solution [BACTOCILL],207237,1743539
3790027,NOCODE,MMX,BD,Oxacillin Sodium 2 GM Injection Powder for Solution [BACTOCILL],207238,1743540
3790028,NOCODE,MMX,BD,Oxacillin Sodium 2 GM Injection Powder for Solution [NOVAPLUS OXACILLIN],312130,1743549
3790030,NOCODE,MMX,BD,Oxacillin Sodium 2 GM Intravenous Powder for Solution [NOVAPLUS OXACILLIN],312130,1743549
3790031,109564,MMX,CD,Oxacillin Sodium 250 MG Injection Powder for Solution,1126193,1743553
3790032,NOCODE,MMX,BD,Oxacillin Sodium 250 MG Injection Powder for Solution [PROSTAPHLIN],1147388,1743553
3790037,102831,MMX,CD,Oxacillin Sodium 4 GM Injection Powder for Solution,312130,1743551
3790038,NOCODE,MMX,BD,Oxacillin Sodium 4 GM Injection Powder for Solution [BACTOCILL],207238,1743540
3790039,NOCODE,MMX,BD,Oxacillin Sodium 4 GM Injection Powder for Solution [PROSTAPHLIN],1147390,1743551
3790040,102833,MMX,CD,Oxacillin Sodium 500 MG Injection Powder for Solution,312130,1743550
3790041,NOCODE,MMX,BD,Oxacillin Sodium 500 MG Injection Powder for Solution [BACTOCILL],207238,1743540
3791853,NOCODE,MMX,BD,Pneumococcal Vaccine Polyvalent Intramuscular Solution [PNEUMOVAX 23],854981,1658472
3797197,NOCODE,MMX,BD,Tioconazole 6.5% Vaginal Ointment [MONISTAT 1-DAY],284270,1661176
3802401,NOCODE,MMX,BD,Budesonide 0.032 MG/ACTUATION Nasal Spray [RHINOCORT],205481,1360280
3806293,4006165,VANDF,AB,DOPAMINE HCL 0.8MG/ML/DEXTROSE 5% INJ,1292740,1743870
3806547,NOCODE,MMX,MTH_RXN_BD,Methylprednisolone Sodium Succinate 1 GM Injection Powder for Solution [SOLU-MEDROL]_#1,207189,1743729
3806554,NOCODE,MMX,MTH_RXN_BD,Methylprednisolone Sodium Succinate 500 MG Injection Powder for Solution [SOLU-MEDROL]_#1,207189,1743722
3806639,79741,GS,BD,Albuked 5 Solution for Injection,1117557,1741975
3806640,79742,GS,BD,Albuked 25 Solution for Injection,1117559,1742030
3807590,25257,MMSL,BD,"Dextromethorphan/GuaiFENesin/Pseudoephedrine, 15 mg-175 mg-30 mg/5 mL oral suspension",1424919,1535968
3807644,27039,MMSL,CD,EPINEPHrine 8 mg/250 mL-NaCl 0.9% injectable solution,1150987,1742733
3808255,3688,MMSL,BD,"MitoMYcin, 20 mg intravenous powder for injection",314096,1740900
3808256,3689,MMSL,BD,"MitoMYcin, 40 mg intravenous powder for injection",314096,1740898
3808257,3687,MMSL,BD,"MitoMYcin, 5 mg intravenous powder for injection",314096,1740894
3808698,25936,MMSL,BD,"Solu-MEDROL, 1 g preservative-free injectable powder for injection",207189,1743729
3808699,2320,MMSL,BD,"Solu-MEDROL, 125 mg injectable powder for injection",207193,1743707
3808700,25934,MMSL,BD,"Solu-MEDROL, 125 mg preservative-free injectable powder for injection",207193,1743707
3808705,25935,MMSL,BD,"Solu-MEDROL, 500 mg preservative-free injectable powder for injection",207189,1743722
3809883,3688,MMSL,CD,mitoMYcin 20 mg intravenous powder for injection,314096,1740900
3809884,3689,MMSL,CD,mitoMYcin 40 mg intravenous powder for injection,314096,1740898
3809885,3687,MMSL,CD,mitoMYcin 5 mg intravenous powder for injection,314096,1740894
3811924,54868-5888,MTHSPL,DP,ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAVENOUS INJECTION [Ondansetron],283504,1740467
3812323,N0000154195,NDFRT,AB,DOPAMINE HCL 0.8MG/ML/DEXTROSE 5% INJ,1292740,1743870
3812874,103488,MMX,MTH_RXN_CD,Sodium Chloride 0.9% Intravenous Solution_#6,1242215,1661424
3812999,76179-025,MTHSPL,DP,"ALBUMIN (HUMAN) 12.5 g in 50 mL INTRAVENOUS INJECTION, SOLUTION [KEDBUMIN]",1115488,1742223
3862519,NOCODE,MMX,BD,Albumin Human 25% Intravenous Solution [ALBUKED 25],1117559,1742030
3862520,NOCODE,MMX,BD,Albumin Human 5% Intravenous Solution [ALBUKED 5],1117557,1741974
3863944,55154-3941,MTHSPL,DP,"methylprednisolone sodium succinate 125 mg in 1 mL INTRAMUSCULAR INJECTION, POWDER, FOR SOLUTION [Solu-Medrol]",207189,1743707
3863945,55154-3941,MTHSPL,DP,"methylprednisolone sodium succinate 125 mg in 1 mL INTRAVENOUS INJECTION, POWDER, FOR SOLUTION [Solu-Medrol]",207189,1743707
3864496,0641-6078,MTHSPL,DP,ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAMUSCULAR INJECTION,283504,1740467
3864498,0641-6080,MTHSPL,DP,ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAMUSCULAR INJECTION,283504,1740467
3864499,0641-6078,MTHSPL,DP,ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAVENOUS INJECTION,283504,1740467
3864501,0641-6080,MTHSPL,DP,ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAVENOUS INJECTION,283504,1740467
3865222,112097,MMX,MTH_RXN_CD,Heparin Sodium/Sodium Chloride 100 U/ML-0.9% Intravenous Solution_#1,1362057,1362062
3865223,112097,MMX,MTH_RXN_CD,Heparin Sodium/Sodium Chloride 100 U/ML-0.9% Intravenous Solution_#2,1362060,1362063
3868379,0703-5854,MTHSPL,DP,"FLUDARABINE PHOSPHATE 50 mg in 2 mL INTRAVENOUS INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",310354,1740864
3870150,80813,GS,CD,"Sodium Chloride 0.9% Solution for injection with Cannula, blunt",727822,1359867
3870969,0517-1805,MTHSPL,DP,"DOPAMINE HYDROCHLORIDE 40 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION",1114880,1743941
3870970,0517-1905,MTHSPL,DP,"DOPAMINE HYDROCHLORIDE 80 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION",1114888,1743953
3871301,0069-1340,MTHSPL,DP,"Ondansetron Hydrochloride 2 mg in 1 mL INTRAMUSCULAR INJECTION, SOLUTION",283504,1436569
3871302,0069-1340,MTHSPL,DP,"Ondansetron Hydrochloride 2 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION",283504,1436569
4217803,63323-739,MTHSPL,DP,"FAMOTIDINE 10 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION [Famotidine]",204441,1743833
4218380,55648-726,MTHSPL,DP,ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAMUSCULAR INJECTION,283504,1740467
4218382,64679-726,MTHSPL,DP,ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAMUSCULAR INJECTION,283504,1740467
4218384,55648-726,MTHSPL,DP,ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAVENOUS INJECTION,283504,1740467
4218386,64679-726,MTHSPL,DP,ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAVENOUS INJECTION,283504,1740467
4219388,80948,GS,BD,Reglan 5mg/ml Solution for Injection,207263,1740915
4219911,NOCODE,MMX,BD,"Diphtheria Toxoid, Adsorbed/Tetanus Toxoid 2 LF U/0.5 ML-5 LF U/0.5 ML Intramuscular Suspension [TENIVAC]",1234248,1190870
4221408,49738-426,MTHSPL,DP,TIOCONAZOLE 6.5 g in 100 g VAGINAL OINTMENT [Smart Sense Tioconazole 1],1233674,1597827
4221832,49035-426,MTHSPL,DP,TIOCONAZOLE 6.5 g in 100 g VAGINAL OINTMENT [Equate tioconazole 1 day],1233674,1597827
4225143,0703-0031,MTHSPL,DP,"METHYLPREDNISOLONE ACETATE 40 mg in 1 mL INTRAMUSCULAR INJECTION, SUSPENSION",1358610,1743779
4225145,0703-0031,MTHSPL,DP,"METHYLPREDNISOLONE ACETATE 40 mg in 1 mL SOFT TISSUE INJECTION, SUSPENSION",1358610,1743779
4225146,0703-0051,MTHSPL,DP,"METHYLPREDNISOLONE ACETATE 80 mg in 1 mL INTRAMUSCULAR INJECTION, SUSPENSION",1358617,1743855
4225148,0703-0051,MTHSPL,DP,"METHYLPREDNISOLONE ACETATE 80 mg in 1 mL SOFT TISSUE INJECTION, SUSPENSION",1358617,1743855
4225565,24765-100,MTHSPL,DP,Sodium fluoride 0.05 mL in 100 mL ORAL RINSE [Dental Clear Natural],597965,240698
4225644,17478-010,MTHSPL,DP,Droperidol 2.5 mg in 1 mL INTRAMUSCULAR INJECTION [Inapsine],205667,1743568
4225645,17478-531,MTHSPL,DP,Droperidol 2.5 mg in 1 mL INTRAMUSCULAR INJECTION [Inapsine],205667,1743568
4225646,17478-010,MTHSPL,DP,Droperidol 2.5 mg in 1 mL INTRAVENOUS INJECTION [Inapsine],205667,1743568
4225647,17478-531,MTHSPL,DP,Droperidol 2.5 mg in 1 mL INTRAVENOUS INJECTION [Inapsine],205667,1743568
4227350,6,MMSL,BD,"Albuked 5, 5% intravenous solution",1117557,1741974
4227534,27204,MMSL,BD,"Sodium Citrate, 4% injectable solution",348408,1743538
4227617,27204,MMSL,CD,sodium citrate 4% injectable solution,348408,1743538
4236949,37205-296,MTHSPL,DP,TIOCONAZOLE 6.5 g in 100 g VAGINAL OINTMENT [LEADER TIOCONASTAT 1 1 DOSE TREATMENT],1233674,1597827
4236950,63094-0426,MTHSPL,DP,TIOCONAZOLE 65 mg in 1 g VAGINAL OINTMENT [TIOCONAZOLE OINTMENT 6.5%],198380,1597827
4240142,49349-840,MTHSPL,DP,"METHYLPREDNISOLONE SODIUM SUCCINATE 125 mg in 1 mL INTRAVENOUS POWDER, FOR SOLUTION [Solu-Medrol]",207189,1743707
4240746,0409-5820,MTHSPL,DP,"DOPAMINE HYDROCHLORIDE 40 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION, CONCENTRATE [DOPamine Hydrochloride]",1114880,1743941
4240747,0409-9104,MTHSPL,DP,"DOPAMINE HYDROCHLORIDE 40 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION, CONCENTRATE [DOPamine Hydrochloride]",1114880,1743938
4240748,0409-4265,MTHSPL,DP,"DOPAMINE HYDROCHLORIDE 80 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION, CONCENTRATE [DOPamine Hydrochloride]",1114888,1743950
4242208,55316-426,MTHSPL,DP,TIOCONAZOLE 6.5 g in 100 g VAGINAL OINTMENT [healthy accents tioconazole 1],1233674,1597827
4242300,0409-9094,MTHSPL,DP,"FENTANYL CITRATE 50 ug in 1 mL INTRAMUSCULAR INJECTION, SOLUTION [Fentanyl Citrate]",1739157,1735004
4242340,41250-426,MTHSPL,DP,TIOCONAZOLE 6.5 g in 100 g VAGINAL OINTMENT [tioconazole 1],1233674,1597827
4242991,0781-3094,MTHSPL,DP,"OXACILLIN SODIUM 1 g INTRAVENOUS INJECTION, POWDER, FOR SOLUTION",312128,1743547
4242992,0781-9110,MTHSPL,DP,"OXACILLIN SODIUM 1 g INTRAVENOUS INJECTION, POWDER, FOR SOLUTION",312128,1743547
4242993,0781-3095,MTHSPL,DP,"OXACILLIN SODIUM 2 g INTRAVENOUS INJECTION, POWDER, FOR SOLUTION",312130,1743549
4242994,0781-9112,MTHSPL,DP,"OXACILLIN SODIUM 2 g INTRAVENOUS INJECTION, POWDER, FOR SOLUTION",312130,1743549
4243543,0781-3010,MTHSPL,DP,"ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAMUSCULAR INJECTION, SOLUTION",283504,1740467
4243544,0781-3010,MTHSPL,DP,"ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION",283504,1740467
4243855,81192,GS,BD,Kedbumin 25% Solution for Injection,1115488,1742223
4244567,129525,MMX,CD,Methohexital Sodium 10 MG/ML Injection Solution,1244230,1740930
4246379,066570,NDDF,CDA,"ONDANSETRON HCL IN 0.9 % NACL 8 mg/50 mL INTRAVEN INTRAVENOUS SOLUTION, PIGGYBACK (ML)",1010920,1740460
4246380,066570,NDDF,CDC,"ONDANSETRON HCL IN 0.9 % SODIUM CHLORIDE 8 mg/50 mL INTRAVEN INTRAVENOUS SOLUTION, PIGGYBACK (ML)",1010920,1740460
4246381,066570,NDDF,CDD,"ONDANSETRON HCL IN 0.9 % SODIUM CHLORIDE@8 mg/50 mL@INTRAVEN@INTRAVENOUS SOLUTION, PIGGYBACK (ML)",1010920,1740460
4248481,11822-0426,MTHSPL,DP,TIOCONAZOLE 6.5 g in 100 g VAGINAL OINTMENT [tioconazole 1 1 dose treatment],1233674,1597827
4251501,81413,GS,CD,"Brewers yeast, Lactose, Fructose 250-33-472mg Oral granules",751997,605320
4251588,81502,GS,CD,"Saccharomyces boulardii, Lactose, Fructose 250-33-472mg Oral granules",751997,605320
4251840,NOCODE,MMX,BD,Albumin Human 25% Intravenous Solution [KEDBUMIN],1115488,1742223
4251998,129617,MMX,CD,Sodium Citrate 4% Injection Solution,348408,1743538
4255672,20482-012,MTHSPL,DP,FENTANYL 0.6 mg SUBLINGUAL SPRAY [SUBSYS],1237066,1740008
4255674,20482-016,MTHSPL,DP,FENTANYL 0.8 mg SUBLINGUAL SPRAY [SUBSYS],1237070,1740010
4257233,81606,GS,BD,SUBSYS 1200mcg/spray Sublingual Spray,1237066,1740008
4257234,81607,GS,CD,Fentanyl Citrate 1200mcg Sublingual/Translingual spray,1237064,1740007
4257235,81608,GS,BD,SUBSYS 1600mcg/spray Sublingual Spray,1237070,1740010
4257236,81609,GS,CD,Fentanyl Citrate 1600mcg Sublingual/Translingual spray,1237068,1740009
4257689,068756,NDDF,CDA,"FENTANYL 1,200 mcg (600 mcg/spray, 2 sprays) SUBLINGUAL SPRAY, NON-AEROSOL (EA)",1237064,1740007
4257690,068756,NDDF,CDC,"FENTANYL 1,200 mcg (600 mcg/spray, 2 sprays) SUBLINGUAL SPRAY, NON-AEROSOL (EA)",1237064,1740007
4257691,068757,NDDF,CDA,"FENTANYL 1,600 mcg (800 mcg/spray, 2 sprays) SUBLINGUAL SPRAY, NON-AEROSOL (EA)",1237068,1740009
4257692,068757,NDDF,CDC,"FENTANYL 1,600 mcg (800 mcg/spray, 2 sprays) SUBLINGUAL SPRAY, NON-AEROSOL (EA)",1237068,1740009
4257706,068756,NDDF,CDD,"FENTANYL@1,200 mcg (600 mcg/spray, 2 sprays)@SUBLINGUAL@SPRAY, NON-AEROSOL (EA)",1237064,1740007
4257707,068757,NDDF,CDD,"FENTANYL@1,600 mcg (800 mcg/spray, 2 sprays)@SUBLINGUAL@SPRAY, NON-AEROSOL (EA)",1237068,1740009
4258898,8,MMSL,BD,"Albuked, 25% intravenous solution",1117559,1742030
4263081,0069-9321,MTHSPL,DP,FLUDARABINE PHOSPHATE 25 mg in 1 mL INTRAVENOUS INJECTION,310354,1740865
4606406,0641-6022,MTHSPL,DP,FAMOTIDINE 10 mg in 1 mL INTRAVENOUS INJECTION,204441,1743833
4607627,129819,MMX,CD,Dextrose/Dopamine Hydrochloride 5%-1.6 MG/ML Intravenous Solution,1292751,1743878
4607660,129851,MMX,CD,Fentanyl 1200 MCG/SPRAY Sublingual Spray,1237064,1740007
4607661,NOCODE,MMX,BD,Fentanyl 1200 MCG/SPRAY Sublingual Spray [SUBSYS],1237066,1740008
4607662,129852,MMX,CD,Fentanyl 1600 MCG/SPRAY Sublingual Spray,1237068,1740009
4607663,NOCODE,MMX,BD,Fentanyl 1600 MCG/SPRAY Sublingual Spray [SUBSYS],1237070,1740010
4608065,81840,GS,BD,SUBSYS 1200mcg Dose Sublingual Spray,1237066,1740008
4608086,81841,GS,BD,SUBSYS 1600mcg Dose Sublingual Spray,1237070,1740010
4608706,069005,NDDF,CDA,"EPINEPHRINE HCL/D5W 8 mg/250 mL (32 mcg/mL) INTRAVEN PLASTIC BAG, INJECTION (ML)",1150987,1742733
4610268,9238,MMSL,BD,"Tenivac (Td), 5 units-2units/0.5 mL intramuscular suspension",1343590,1190870
4618977,25021-146,MTHSPL,DP,"oxacillin sodium 1 g INTRAMUSCULAR INJECTION, POWDER, FOR SOLUTION [Oxacillin]",312130,1743547
4618978,25021-146,MTHSPL,DP,"oxacillin sodium 1 g INTRAVENOUS INJECTION, POWDER, FOR SOLUTION [Oxacillin]",312130,1743547
4618980,25021-162,MTHSPL,DP,"oxacillin sodium 2 g INTRAMUSCULAR INJECTION, POWDER, FOR SOLUTION [Oxacillin]",312130,1743549
4618981,25021-162,MTHSPL,DP,"oxacillin sodium 2 g INTRAVENOUS INJECTION, POWDER, FOR SOLUTION [Oxacillin]",312130,1743549
4619741,8,MMSL,BD,"Kedbumin, 25% intravenous solution",1115488,1742223
4620103,4031429,VANDF,AB,FENTANYL 1200MCG/SPRAY SUBLINGUAL,1237064,1740007
4620104,4031429,VANDF,CD,"FENTANYL 1200MCG/SPRAY,SUBLINGUAL",1237064,1740007
4620105,4031428,VANDF,AB,FENTANYL 1600MCG/SPRAY SUBLINGUAL,1237068,1740009
4620106,4031428,VANDF,CD,"FENTANYL 1600MCG/SPRAY,SUBLINGUAL",1237068,1740009
4620858,004970,NDDF,CDA,"DOPAMINE HCL/D5W 1,600 mcg/mL INTRAVEN INFUSION BOTTLE (ML)",1292751,1743878
4620859,004975,NDDF,CDA,"DOPAMINE HCL/D5W 1,600 mcg/mL INTRAVEN PLASTIC BAG, INJECTION (ML)",1292751,1743878
4620860,064606,NDDF,CDA,DOPAMINE HCL/D5W 200 mg/250 mL (800 mcg/mL) INTRAVEN INFUSION BOTTLE (ML),1292740,1743869
4620861,064577,NDDF,CDA,"DOPAMINE HCL/D5W 200 mg/250 mL (800 mcg/mL) INTRAVEN PLASTIC BAG, INJECTION (ML)",1292740,1743869
4620863,064604,NDDF,CDA,"DOPAMINE HCL/D5W 400 mg/250 mL (1,600 mcg/mL) INTRAVEN INFUSION BOTTLE (ML)",1292751,1743877
4620864,064575,NDDF,CDA,"DOPAMINE HCL/D5W 400 mg/250 mL (1,600 mcg/mL) INTRAVEN PLASTIC BAG, INJECTION (ML)",1292751,1743877
4620865,064607,NDDF,CDA,DOPAMINE HCL/D5W 400 mg/500 mL (800 mcg/mL) INTRAVEN INFUSION BOTTLE (ML),1292740,1743871
4620866,064578,NDDF,CDA,"DOPAMINE HCL/D5W 400 mg/500 mL (800 mcg/mL) INTRAVEN PLASTIC BAG, INJECTION (ML)",1292740,1743871
4620868,004969,NDDF,CDA,DOPAMINE HCL/D5W 800 mcg/mL INTRAVEN INFUSION BOTTLE (ML),1292740,1743870
4620869,004974,NDDF,CDA,"DOPAMINE HCL/D5W 800 mcg/mL INTRAVEN PLASTIC BAG, INJECTION (ML)",1292740,1743870
4620872,064605,NDDF,CDA,"DOPAMINE HCL/D5W 800 mg/500 mL (1,600 mcg/mL) INTRAVEN INFUSION BOTTLE (ML)",1292751,1743879
4620873,064576,NDDF,CDA,"DOPAMINE HCL/D5W 800 mg/500 mL (1,600 mcg/mL) INTRAVEN PLASTIC BAG, INJECTION (ML)",1292751,1743879
4621448,069201,NDDF,CDA,METOCLOPRAMIDE HCL 50 mg/10 mL (5 mg/mL) INJECTION AMPUL (ML),311670,1740919
4621449,069201,NDDF,CDC,METOCLOPRAMIDE HCL 50 mg/10 mL (5 mg/mL) INJECTION AMPUL (ML),311670,1740919
4621450,069201,NDDF,CDD,METOCLOPRAMIDE HCL@50 mg/10 mL (5 mg/mL)@INJECTION@AMPUL (ML),311670,1740919
4623687,N0000184978,NDFRT,AB,FENTANYL 1200MCG/SPRAY SUBLINGUAL,1237064,1740007
4623688,N0000184978,NDFRT,PT,"FENTANYL 1200MCG/SPRAY,SUBLINGUAL",1237064,1740007
